,tweet_id,text,rating_numerator,rating_denominator,retweet_count,favorite_count,name,dogs_stage,dog_breed,prediction,timestamp,jpg_url
796,675820929667219457,Here's a handful of sleepy puppers. All look unaware of their surroundings. Lousy guard dogs. Still cute tho 11/10s https://t.co/lyXX3v5j4s,11.0,10.0,206,956,None,None,basset,0.556373,2015-12-12,https://pbs.twimg.com/media/CWD_jQMWEAAdYwH.jpg
797,675822767435051008,🎶 HELLO FROM THE OTHER SIIIIIIIIDE 🎶 10/10s https://t.co/GK2HJtkdQk,10.0,10.0,474,1385,None,None,Pomeranian,0.46071,2015-12-12,https://pbs.twimg.com/media/CWEBOFYWwAA-O2c.jpg
791,675706639471788032,This is a Sizzlin Menorah spaniel from Brooklyn named Wylie. Lovable eyes. Chiller as hell. 10/10 and I'm out.. poof https://t.co/7E0AiJXPmI,10.0,10.0,85,582,a,None,English_springer,0.9903,2015-12-12,https://pbs.twimg.com/media/CWCXj35VEAIFvtk.jpg
790,675534494439489536,Seriously guys?! Only send in dogs. I only rate dogs. This is a baby black bear... 11/10 https://t.co/H7kpabTfLj,11.0,10.0,361,1661,a,None,chow,0.749368,2015-12-12,https://pbs.twimg.com/media/CV_7CV6XIAEV05u.jpg
1542,675740360753160193,Here's a pupper licking in slow motion. 12/10 please enjoy https://t.co/AUJi8ujxw9,12.0,10.0,295,1056,None,pupper,golden_retriever,0.800495,2015-12-12,https://pbs.twimg.com/ext_tw_video_thumb/675740268751138818/pu/img/dVaVeFAVT-lk_1ZV.jpg
789,675531475945709568,This is Ellie AKA Queen Slayer of the Orbs. Very self-motivated. Great yard. Rad foliage. 10/10 would pet diligently https://t.co/c9jmg3Xtzn,10.0,10.0,329,1067,Ellie,None,Pembroke,0.918441,2015-12-12,https://pbs.twimg.com/media/CV_4ShmUYAA3wNu.jpg
810,675497103322386432,Meet Reggie. He's going for the world record. Must concentrate. Focus up pup. 11/10 we all believe in you Reggie https://t.co/h3AWz4AzuC,11.0,10.0,1130,2815,Reggie,None,vizsla,0.5195890000000001,2015-12-12,https://pbs.twimg.com/media/CV_ZAhcUkAUeKtZ.jpg
788,675522403582218240,Meet Sammy. He's a Motorola Firefox. Hat under hoodie (must be a half-decent up and coming white rapper) 10/10 https://t.co/rO2zxf0OQ0,10.0,10.0,249,936,Sammy,None,cocker_spaniel,0.299708,2015-12-12,https://pbs.twimg.com/media/CV_wCh8W4AEWWZ9.jpg
809,675517828909424640,12/10 stay woke https://t.co/XDiQw4Akiw,12.0,10.0,407,1147,None,None,Scottish_deerhound,0.240591,2015-12-12,https://pbs.twimg.com/media/CV_r3v4VAAALvwg.jpg
793,675710890956750848,This is Lenny. He was just told that he couldn't explore the fish tank. 12/10 smh all that work for nothing https://t.co/JWi6YrpiO1,12.0,10.0,717,1683,Lenny,None,standard_schnauzer,0.441427,2015-12-12,https://pbs.twimg.com/media/CWCbd8ZWoAAtqoH.jpg
811,675489971617296384,RT until we find this dog. Clearly a cool dog (front leg relaxed out window). Looks to be a superb driver. 10/10 https://t.co/MnTrKaQ8Wn,10.0,10.0,526,1148,None,None,West_Highland_white_terrier,0.139613,2015-12-12,https://pbs.twimg.com/media/CV_SimUWoAAvJSY.jpg
792,675707330206547968,We've got ourselves a battle here. Watch out Reggie. 11/10 https://t.co/ALJvbtcwf0,11.0,10.0,596,1783,None,None,Staffordshire_bullterrier,0.0593442,2015-12-12,https://pbs.twimg.com/media/CWCYOqWUAAARmGr.jpg
1579,675898130735476737,I'm sure you've all seen this pupper. Not prepared at all for the flying disc of terror. 10/10 https://t.co/G0pQiFGM7O,10.0,10.0,506,1441,None,pupper,Labrador_retriever,0.40743,2015-12-13,https://pbs.twimg.com/media/CWFFt3_XIAArIYK.jpg
1576,675845657354215424,"This is Pepper. She's not fully comfortable riding her imaginary bike yet. 10/10 don't worry pupper, it gets easier https://t.co/40dj4eTsXG",10.0,10.0,775,2044,Pepper,pupper,pug,0.8839520000000001,2015-12-13,https://pbs.twimg.com/media/CWEWClfW4AAnqhG.jpg
802,675891555769696257,This is Donny. He's summoning the demon monster Babadook. 6/10 Donny please no that won't be a good time for anyone https://t.co/kiW6Knb7Gp,6.0,10.0,761,1918,Donny,None,Italian_greyhound,0.305637,2015-12-13,https://pbs.twimg.com/media/CWE_x33UwAEE3no.jpg
799,675870721063669760,&amp; this is Yoshi. Another world record contender 11/10 (what the hell is happening why are there so many contenders?) https://t.co/QG708dDNH6,11.0,10.0,496,1464,None,None,golden_retriever,0.263892,2015-12-13,https://pbs.twimg.com/media/CWEs1b-WEAEhq82.jpg
800,675878199931371520,"Ok, I'll admit this is a pretty adorable bunny hopping towards the ocean but please only send in dogs... 11/10 https://t.co/sfsVCGIipI",11.0,10.0,1237,3777,None,None,Cardigan,0.0436270999999999,2015-12-13,https://pbs.twimg.com/media/CWEzo19WoAEiOCj.jpg
801,675888385639251968,Breathtaking scene. A father taking care of his newborn pup. Tugs at the heartstrings. 10/10 restores my faith https://t.co/06oZdehGEa,10.0,10.0,839,2113,None,None,West_Highland_white_terrier,0.672117,2015-12-13,https://pbs.twimg.com/media/CWE85snWIAEG5ES.jpg
803,676089483918516224,"""Yes hello I'ma just snag this here toasted bagel real quick. carry on."" 9/10 https://t.co/Cuz0Osnekp",9.0,10.0,389,1178,None,None,bull_mastiff,0.743808,2015-12-13,https://pbs.twimg.com/media/CWHzzFGXIAA0Y_H.jpg
804,676101918813499392,Meet Striker. He's ready for Christmas. 11/10 https://t.co/B3xxSLjQSH,11.0,10.0,1047,2578,Striker,None,Shih-Tzu,0.225848,2015-12-13,https://pbs.twimg.com/media/CWH_FTgWIAAwOUy.jpg
805,676146341966438401,This is Bert. He likes flowers. 10/10 https://t.co/lmQRrNxaQu,10.0,10.0,585,1747,Bert,None,Irish_water_spaniel,0.388332,2015-12-13,https://pbs.twimg.com/media/CWIngp5WEAAJOy3.jpg
798,675853064436391936,Here we have an entire platoon of puppers. Total score: 88/80 would pet all at once https://t.co/y93p6FLvVw,88.0,80.0,1132,2418,None,None,Labrador_retriever,0.868367,2015-12-13,https://pbs.twimg.com/media/CWEcxqWVEAAHyGH.jpg
806,676191832485810177,These two pups just met and have instantly bonded. Spectacular scene. Mesmerizing af. 10/10 and 7/10 for blue dog https://t.co/gwryaJO4tC,10.0,10.0,915,2050,None,None,Chihuahua,0.376741,2015-12-14,https://pbs.twimg.com/media/CWJQ4UmWoAIJ29t.jpg
750,676430933382295552,"Meet Duke. He's an Urban Parmesan. They know he's scared of the green rubber dog. ""Why u do dis?"" thinks Duke. 10/10 https://t.co/3bim9U5Idr",10.0,10.0,302,1261,Duke,None,golden_retriever,0.583875,2015-12-14,https://pbs.twimg.com/media/CWMqV7WUYAEEClG.jpg
807,676219687039057920,This is Kenneth. He's stuck in a bubble. 10/10 hang in there Kenneth https://t.co/uQt37xlYMJ,10.0,10.0,27646,70663,Kenneth,None,whippet,0.000132464,2015-12-14,https://pbs.twimg.com/media/CWJqN9iWwAAg86R.jpg
749,676440007570247681,Hope your Monday isn't too awful. Here's two baseball puppers. 11/10 for each https://t.co/dB0H9hdZai,11.0,10.0,587,1559,None,None,Maltese_dog,0.579472,2015-12-14,https://pbs.twimg.com/media/CWMyl9EWUAAnZJ0.jpg
1585,676263575653122048,All this pupper wanted to do was go skiing. No one told him about the El Niño. Poor pupper. 10/10 maybe next year https://t.co/fTgbq1UBR9,10.0,10.0,483,1889,None,pupper,toy_poodle,0.0980293,2015-12-14,https://pbs.twimg.com/media/CWKSIfUUYAAiOBO.jpg
1586,676470639084101634,Three generations of pupper. 11/10 for all https://t.co/tAmQYvzrau,11.0,10.0,4165,10549,None,pupper,golden_retriever,0.7903859999999999,2015-12-14,https://pbs.twimg.com/media/CWNOdIpWoAAWid2.jpg
712,676496375194980353,Say hello to Griffin. He's upset because his costume for Halloween didn't arrive until today. 9/10 cheer up pup https://t.co/eoBCjSFajX,9.0,10.0,471,1373,Griffin,None,pug,0.985387,2015-12-14,https://pbs.twimg.com/media/CWNl3S9WcAARN34.jpg
696,676533798876651520,ITSOFLUFFAYYYYY 12/10 https://t.co/bfw13CnuuZ,12.0,10.0,487,1695,None,None,chow,0.2652739999999999,2015-12-14,https://pbs.twimg.com/media/CWOH4s9U8AEtkmQ.jpg
808,676237365392908289,Say hello to Winston. He has no respect for the system. Much rebellion. I think that's a palm tree... nice. 8/10 https://t.co/dOLQddhXLZ,8.0,10.0,249,1089,Winston,None,French_bulldog,0.961996,2015-12-14,https://pbs.twimg.com/media/CWJ6Sc-WwAAlpI6.jpg
1589,676575501977128964,This pupper is very passionate about Christmas. Wanted to give the tree a hug. So cute. 8/10 https://t.co/NsGyECJuq7,8.0,10.0,985,2322,None,pupper,Yorkshire_terrier,0.0731443,2015-12-15,https://pbs.twimg.com/media/CWOt07EUsAAnOYW.jpg
699,676606785097199616,*screeches for a sec and then faints* 12/10 https://t.co/N5QL4ySBEx,12.0,10.0,386,1721,None,None,malinois,0.1423,2015-12-15,https://pbs.twimg.com/media/CWPKSGpWcAQN6mw.jpg
700,676613908052996102,This is the saddest/sweetest/best picture I've been sent. 12/10 😢🐶 https://t.co/vQ2Lw1BLBF,12.0,10.0,176,984,the,None,Doberman,0.0964228,2015-12-15,https://pbs.twimg.com/media/CWPQwmJWUAAu_At.jpg
701,676811746707918848,Say hello to Penny &amp; Gizmo. They are practicing their caroling. The ambition in the room is tangible. 9/10 for both https://t.co/aqBHjjh5VD,9.0,10.0,379,1302,Penny,None,Chihuahua,0.440916,2015-12-15,https://pbs.twimg.com/media/CWSEsO9WwAAX-fZ.jpg
702,676821958043033607,Finally some constructive political change in this country. 11/10 https://t.co/mvQaETHVSb,11.0,10.0,13725,20650,None,None,Great_Pyrenees,0.8698040000000001,2015-12-15,https://pbs.twimg.com/media/CWSN-vaXAAA8Ehr.jpg
703,676864501615042560,Meet Ash. He's just a head now. Lost his body during the Third Crusade. Still in good spirits. 10/10 would pet well https://t.co/NJj2uP0atK,10.0,10.0,623,1883,Ash,None,Chesapeake_Bay_retriever,0.371146,2015-12-15,https://pbs.twimg.com/media/CWS0q8iU8AE2Srr.jpg
1594,676617503762681856,I promise this wasn't meant to be a cuteness overload account but ermergerd look at this cozy pupper. 13/10 https://t.co/mpQl2rJjDh,13.0,10.0,854,2611,None,pupper,Chihuahua,0.841084,2015-12-15,https://pbs.twimg.com/media/CWPUB9TWwAALPPx.jpg
1593,676603393314578432,This is Godzilla pupper. He had a ruff childhood &amp; now deflects that pain outward by terrorizing cities. Tragic 9/10 https://t.co/g1tLGkyaxr,9.0,10.0,339,1037,Godzilla,pupper,whippet,0.8770209999999999,2015-12-15,https://pbs.twimg.com/media/CWPHMqKVAAAE78E.jpg
698,676588346097852417,This is Bubbles. He kinda resembles a fish. Always makes eye contact with u no matter what. Sneaky tongue slip. 5/10 https://t.co/Nrhvc5tLFT,5.0,10.0,696,2076,Bubbles,None,Boston_bull,0.976577,2015-12-15,https://pbs.twimg.com/media/CWO5gmCUYAAX4WA.jpg
697,676582956622721024,"Meet Vinnie. He's having fun while being safe. Well not a lot of fun, but definitely safe, and that's important 8/10 https://t.co/vZYtynZZlH",8.0,10.0,251,1073,Vinnie,None,Boston_bull,0.1963069999999999,2015-12-15,https://pbs.twimg.com/media/CWO0m8tUwAAB901.jpg
1571,676819651066732545,Watch out Airbud. This pupper is also good at the sports. 12/10 I'm thinking D1 https://t.co/1HrFdo7M0C,12.0,10.0,599,1652,None,pupper,Labrador_retriever,0.0394645999999999,2015-12-15,https://pbs.twimg.com/media/CWSL4W8WsAAE4KU.jpg
706,676957860086095872,10/10 I'd follow this dog into battle no questions asked https://t.co/ngTNXYQF0L,10.0,10.0,719,2020,None,None,Labrador_retriever,0.772423,2015-12-16,https://pbs.twimg.com/ext_tw_video_thumb/676957802976419840/pu/img/dCj-qlXo73A5hf6Q.jpg
707,676975532580409345,This is Cooper. He doesn't know how cheese works. Likes the way it feels on his face. Cheeky tongue slip. 11/10 https://t.co/j1zczS0lI5,11.0,10.0,949,2523,Cooper,None,malamute,0.363257,2015-12-16,https://pbs.twimg.com/media/CWUZpydWcAAeipD.jpg
708,677187300187611136,Here we see a Byzantine Rigatoni. Very aerodynamic. No eyes. Actually not windy here they just look like that. 9/10 https://t.co/gzI0m6wXRo,9.0,10.0,808,2475,None,None,English_setter,0.282396,2015-12-16,https://pbs.twimg.com/media/CWXaQMBWcAAATDi.jpg
1550,677269281705472000,This is the happiest pupper I've ever seen. 10/10 would trade lives with https://t.co/ep8ATEJwRb,10.0,10.0,636,1794,the,pupper,Shetland_sheepdog,0.656616,2015-12-16,https://pbs.twimg.com/media/CWYk0WxWoAAEwRt.jpg
1547,676936541936185344,Here we see a rare pouched pupper. Ample storage space. Looks alert. Jumps at random. Kicked open that door. 8/10 https://t.co/mqvaxleHRz,8.0,10.0,4416,11590,None,pupper,Chesapeake_Bay_retriever,0.5452859999999999,2015-12-16,https://pbs.twimg.com/media/CWT2MUgWIAECWig.jpg
704,676946864479084545,This pups goal was to get all four feet as close to each other as possible. Valiant effort 12/10 https://t.co/2mXALbgBTV,12.0,10.0,326,1574,None,None,Pekinese,0.752707,2015-12-16,https://pbs.twimg.com/media/CWT_lOQWUAAXPaY.jpg
705,676949632774234114,This is Tyrus. He's a Speckled Centennial Ticonderoga. Terrified of floating red ball. Nifty bandana. 8/10 v petable https://t.co/HqM3YhCaaa,8.0,10.0,348,1180,Tyrus,None,Welsh_springer_spaniel,0.206479,2015-12-16,https://pbs.twimg.com/media/CWUCGMtWEAAjXnS.jpg
709,677301033169788928,This is Juckson. He's totally on his way to a nascar race. 5/10 for Juckson https://t.co/IoLRvF0Kak,5.0,10.0,354,1111,Juckson,None,Japanese_spaniel,0.6611779999999999,2015-12-17,https://pbs.twimg.com/media/CWZBsjPWsAAZFFl.jpg
711,677331501395156992,Meet Humphrey. He's a Northern Polyp Viagra. One ear works. Face stuck like that. Always surprised. 9/10 petable af https://t.co/FS7eJQM2F4,9.0,10.0,207,986,Humphrey,None,beagle,0.3134639999999999,2015-12-17,https://pbs.twimg.com/media/CWZdaGxXAAAjGjb.jpg
694,677334615166730240,This dog gave up mid jump. 9/10 https://t.co/KmMv3Y2zI8,9.0,10.0,250,1224,None,None,Lakeland_terrier,0.859392,2015-12-17,https://pbs.twimg.com/media/CWZgPPUWUAAUOvu.jpg
710,677314812125323265,"Meet Tassy &amp; Bee. Tassy is pretty chill, but Bee is convinced the Ruffles are haunted. 10/10 &amp; 11/10 respectively https://t.co/fgORpmTN9C",10.0,10.0,469,1496,Tassy,None,Blenheim_spaniel,0.924127,2015-12-17,https://pbs.twimg.com/media/CWZOOIUW4AAQrX_.jpg
675,677565715327688705,Contortionist pup here. Inside pentagram. Clearly worships Satan. Known to slowly push fragile stuff off tables 6/10 https://t.co/EX9oR55VMe,6.0,10.0,409,1187,None,None,basset,0.397295,2015-12-17,https://pbs.twimg.com/media/CWcybBmWcAAigAQ.jpg
674,677547928504967168,Not much to say here. I just think everyone needs to see this. 12/10 https://t.co/AGag0hFHpe,12.0,10.0,3282,6303,None,None,American_Staffordshire_terrier,0.914978,2015-12-17,https://pbs.twimg.com/media/CWciPonWEAUOqLD.jpg
673,677530072887205888,Say hello to Axel. He's a Black Chevy Pinot on wheels. 0 to 60 in 5.7 seconds (if downhill). 9/10 I call shotgun https://t.co/DKe9DBnnHE,9.0,10.0,204,963,Axel,None,Staffordshire_bullterrier,0.6892590000000001,2015-12-17,https://pbs.twimg.com/media/CWcSAI-WUAAOB9W.jpg
1559,677557565589463040,Reckless pupper here. Not even looking at road. Absolute menace. No regard for fellow pupper lives. 10/10 still cute https://t.co/96IBkOYB7j,10.0,10.0,1012,2215,None,pupper,Shih-Tzu,0.249017,2015-12-17,https://pbs.twimg.com/media/CWcrAVQWEAA6QMp.jpg
695,677328882937298944,This is Derek. All the dogs adore Derek. He's a great guy. 10/10 really solid pup https://t.co/KgcsGNb61s,10.0,10.0,1338,3325,Derek,None,kelpie,0.0290541,2015-12-17,https://pbs.twimg.com/media/CWZbBlAUsAAjRg5.jpg
682,677895101218201600,Guys this was terrifying. Really spooked me up. We don't rate ghosts. We rate dogs. Please only send dogs... 9/10 https://t.co/EJImi1udYb,9.0,10.0,1836,4383,None,None,dalmatian,0.550702,2015-12-18,https://pbs.twimg.com/media/CWhd_7WWsAAaqWG.jpg
680,677700003327029250,This is Ralph. He's an interpretive dancer. 10/10 https://t.co/zoDdPyPFsa,10.0,10.0,1285,3104,Ralph,None,Siberian_husky,0.120849,2015-12-18,https://pbs.twimg.com/media/CWesj06W4AAIKl8.jpg
679,677698403548192770,This is Sadie. She got her holidays confused. 9/10 damn it Sadie https://t.co/fm7HxOsuPK,9.0,10.0,286,1117,Sadie,None,Shih-Tzu,0.916645,2015-12-18,https://pbs.twimg.com/media/CWerGmOXAAAm6NY.jpg
678,677687604918272002,This was Cindy's face when she heard Susan forgot the snacks for after the kid's soccer game. 11/10 https://t.co/gzkuVGRgAD,11.0,10.0,751,2250,None,None,Pembroke,0.573047,2015-12-18,https://pbs.twimg.com/media/CWehRdEWIAAySyO.jpg
677,677673981332312066,Endangered triangular pup here. Could be a wizard. Caught mid-laugh. No legs. Just fluff. Probably a wizard. 9/10 https://t.co/GFVIHIod0Z,9.0,10.0,1345,3025,None,None,Maltese_dog,0.817908,2015-12-18,https://pbs.twimg.com/media/CWeU5LBWEAA8F0J.jpg
676,677644091929329666,This is a dog swinging. I really enjoyed it so I hope you all do as well. 11/10 https://t.co/Ozo9KHTRND,11.0,10.0,725,1704,a,None,Chihuahua,0.626236,2015-12-18,https://pbs.twimg.com/ext_tw_video_thumb/677644010865999872/pu/img/zVHEMYnJKzq1SauT.jpg
681,677716515794329600,IT'S PUPPERGEDDON. Total of 144/120 ...I think https://t.co/ZanVtAtvIq,144.0,120.0,874,2782,None,None,chow,0.0254378,2015-12-18,https://pbs.twimg.com/media/CWe7kw9W4AE8UJh.jpg
683,677918531514703872,"""Everything looks pretty good in there. Make sure to brush your gums. Been flossing? How's school going?"" Both 10/10 https://t.co/lWL2IMJqLR",10.0,10.0,364,1215,None,None,Eskimo_dog,0.199347,2015-12-18,https://pbs.twimg.com/media/CWhzTbzWUAAEAUN.jpg
1479,678341075375947776,This pupper likes tape. 12/10 https://t.co/cSp6w5GWgm,12.0,10.0,472,1570,None,pupper,golden_retriever,0.853284,2015-12-19,https://pbs.twimg.com/media/CWnznDTU4AAa-6P.jpg
1495,678278586130948096,Another spooky pupper here. Most definitely floating. No legs. Probably knows some dark magic. 10/10 very spooked https://t.co/JK8MByRzgj,10.0,10.0,5470,10386,None,pupper,Maltese_dog,0.897841,2015-12-19,https://pbs.twimg.com/media/CWm6xySUEAAqfFU.jpg
685,678255464182861824,This is Jessifer. She is a Bismoth Teriyaki. Flowers being attacked by hurricanes on bandana (rad). 9/10 stellar pup https://t.co/nZhmRwZzWv,9.0,10.0,327,1446,Jessifer,None,Chihuahua,0.613819,2015-12-19,https://pbs.twimg.com/media/CWmlvxJU4AEAqaN.jpg
686,678334497360859136,This is Rosie. She has a snazzy bow tie and a fin for a tail. Probably super fast underwater. Cool socks 10/10 https://t.co/GO76MdGBs0,10.0,10.0,222,1180,Rosie,None,Norfolk_terrier,0.378643,2015-12-19,https://pbs.twimg.com/media/CWntoDVWcAEl3NB.jpg
684,678021115718029313,This is Reese. He likes holding hands. 12/10 https://t.co/cbLroGCbmh,12.0,10.0,5605,12337,Reese,None,miniature_pinscher,0.822048,2015-12-19,https://pbs.twimg.com/media/CWjQm5gXAAA9GkD.jpg
687,678380236862578688,This is Crumpet. He underestimated the snow. Quickly retreating. 10/10 https://t.co/a0Zx5LDFZa,10.0,10.0,821,2230,Crumpet,None,Samoyed,0.0476014,2015-12-20,https://pbs.twimg.com/media/CWoXOfSUAAA4u8g.jpg
693,678643457146150913,Meet Grizz. He just arrived. Couldn't wait until Christmas. Worried bc he saw the swastikas on the carpet. 10/10 https://t.co/QBGwYrT7rv,10.0,10.0,359,1874,Grizz,None,Labrador_retriever,0.338757,2015-12-20,https://pbs.twimg.com/media/CWsGnyMVEAAM1Y1.jpg
692,678446151570427904,Touching scene here. Really stirs up the emotions. The bond between father &amp; son. So beautiful. 10/10 for both pups https://t.co/AJWJHov5gx,10.0,10.0,1370,3648,None,None,Staffordshire_bullterrier,0.284492,2015-12-20,https://pbs.twimg.com/media/CWpTLOYWsAEDhcU.jpg
691,678424312106393600,This is Crystal. She's a shitty fireman. No sense of urgency. People could be dying Crystal. 2/10 just irresponsible https://t.co/rtMtjSl9pz,2.0,10.0,2264,4985,Crystal,None,Maltese_dog,0.759945,2015-12-20,https://pbs.twimg.com/media/CWo_T8gW4AAgJNo.jpg
690,678410210315247616,Say hello to Jerome. He can shoot french fries out of his mouth at insane speeds. Deadly af. 10/10 https://t.co/dIy88HwrX8,10.0,10.0,1606,3816,Jerome,None,schipperke,0.145877,2015-12-20,https://pbs.twimg.com/media/CWoyfMiWUAAmGdd.jpg
688,678396796259975168,These little fellas have opposite facial expressions. Both 12/10 https://t.co/LmThv0GWen,12.0,10.0,373,1451,None,None,Pembroke,0.95618,2015-12-20,https://pbs.twimg.com/media/CWomSU_XIAAUYiK.jpg
1431,678389028614488064,"This is Bella. She just learned that her final grade in chem was a 92.49 
poor pupper 11/10 https://t.co/auOoKuoveM",11.0,10.0,380,1708,Bella,pupper,miniature_pinscher,0.516284,2015-12-20,https://pbs.twimg.com/media/CWofOHUWUAACGVa.jpg
689,678399652199309312,This made my day. 12/10 please enjoy https://t.co/VRTbo3aAcm,12.0,10.0,28462,73196,None,None,Bedlington_terrier,0.0150472,2015-12-20,https://pbs.twimg.com/ext_tw_video_thumb/678399528077250560/pu/img/BOjUNHRsYLeSo0hl.jpg
733,678969228704284672,Meet Lola. She's a Metamorphic Chartreuse. Plays with her food. Insubordinate and churlish. Exquisite hardwood 11/10 https://t.co/etpBNXwN7f,11.0,10.0,408,1498,Lola,None,Labrador_retriever,0.680251,2015-12-21,https://pbs.twimg.com/media/CWwu6OLUkAEo3gq.jpg
734,678991772295516161,If your Monday isn't going so well just take a look at this. Both 12/10 https://t.co/GJT6SILPGU,12.0,10.0,1014,2062,None,None,Eskimo_dog,0.330216,2015-12-21,https://pbs.twimg.com/media/CWxDaXHWsAAWV8W.jpg
735,679047485189439488,This dog doesn't know how to stairs. Quite tragic really. 9/10 get it together pup https://t.co/kTpr9PTMg1,9.0,10.0,585,2051,None,None,golden_retriever,0.00293035,2015-12-21,https://pbs.twimg.com/media/CWx2FaLWcAEQ3vh.jpg
732,678798276842360832,This is Linda. She fucking hates trees. 7/10 https://t.co/blaY85FIxR,7.0,10.0,1024,3155,Linda,None,Airedale,0.583122,2015-12-21,https://pbs.twimg.com/media/CWuTbAKUsAAvZHh.jpg
713,678755239630127104,This is Dash. He didn't think the water would be that cold. Damn it Dash it's December. Think a little. 10/10 https://t.co/NqcOwG8pxW,10.0,10.0,2918,6465,Dash,None,malamute,0.606654,2015-12-21,https://pbs.twimg.com/media/CWtsSQAUkAAnWws.jpg
730,678764513869611008,"Meet Wilson. He got caught humping the futon. He's like ""dude, help me out here"" 10/10 I'd help Wilson out https://t.co/m6XoclB0qv",10.0,10.0,413,1477,Wilson,None,Irish_terrier,0.696646,2015-12-21,https://pbs.twimg.com/media/CWt0ubZWcAAkFER.jpg
729,678740035362037760,Meet Tango. He's a large dog. Doesn't care much for personal space. Owner isn't very accepting. Tongue slip. 6/10 https://t.co/p2T5kGebxe,6.0,10.0,1484,3389,Tango,None,beagle,0.0225251,2015-12-21,https://pbs.twimg.com/media/CWtede2WIAAF_AJ.jpg
1445,678800283649069056,Here's a pupper with some mean tan lines. Snazzy sweater though 12/10 https://t.co/DpCSVsl6vu,12.0,10.0,817,2349,None,pupper,Labrador_retriever,0.213673,2015-12-21,https://pbs.twimg.com/media/CWuVQSLW4AAI3w9.jpg
731,678774928607469569,This is Tug. He's not required to wear the cone he just wants his voice to project more clearly. 11/10 https://t.co/Sp739Ou2qx,11.0,10.0,819,2569,Tug,None,Pembroke,0.194681,2015-12-21,https://pbs.twimg.com/media/CWt-MNIWEAAUC9S.jpg
736,679111216690831360,This is officially the greatest yawn of all time. 12/10 https://t.co/4R0Cc0sLVE,12.0,10.0,2300,5413,officially,None,kelpie,0.189423,2015-12-22,https://pbs.twimg.com/ext_tw_video_thumb/679111114081370114/pu/img/hFca8BHjRopgD0cM.jpg
737,679132435750195208,This is Louis. He's a river dancer. His friends think it's badass. All are very supportive. 10/10 for Louis https://t.co/qoIvjKMY58,10.0,10.0,1033,2691,Louis,None,Scottish_deerhound,0.1946099999999999,2015-12-22,https://pbs.twimg.com/media/CWzDWOkXAAAP0k7.jpg
738,679148763231985668,I know everyone's excited for Christmas but that doesn't mean you can send in reindeer. We only rate dogs... 8/10 https://t.co/eWjWgbOCYL,8.0,10.0,919,2549,None,None,Italian_greyhound,0.302685,2015-12-22,https://pbs.twimg.com/media/CWzSMmAWsAAyB1u.jpg
743,679722016581222400,This is Mike. He is a Jordanian Frito Pilates. Frowning because he can't see directly in front of him. 8/10 https://t.co/NL5QJwdEpF,8.0,10.0,425,1534,Mike,None,boxer,0.459604,2015-12-23,https://pbs.twimg.com/media/CW7bkW6WQAAksgB.jpg
745,679736210798047232,This pup's name is Sabertooth (parents must be cool). Ears for days. Jumps unannounced. 9/10 would pet diligently https://t.co/iazoiNUviP,9.0,10.0,713,1908,None,None,French_bulldog,0.319139,2015-12-23,https://pbs.twimg.com/media/CW7oelWWcAAhyzz.jpg
742,679530280114372609,Guys this really needs to stop. We've been over this way too many times. This is a giraffe. We only rate dogs.. 7/10 https://t.co/yavgkHYPOC,7.0,10.0,1877,4357,a,None,dalmatian,0.750256,2015-12-23,https://pbs.twimg.com/media/CW4tL1vWcAIw1dw.jpg
744,679729593985699840,This is Hunter. He was playing with his ball minding his own business. Has no idea what happened to the carpet. 8/10 https://t.co/DbUTDI3u1R,8.0,10.0,746,1988,Hunter,None,West_Highland_white_terrier,0.0935148,2015-12-23,https://pbs.twimg.com/media/CW7iddWUsAElUC0.jpg
740,679475951516934144,This is Evy. She doesn't want to be a Koala. 9/10 https://t.co/VITeF0Kl9L,9.0,10.0,578,1915,Evy,None,Maltese_dog,0.145742,2015-12-23,https://pbs.twimg.com/media/CW37xZbUoAAUXe5.jpg
739,679462823135686656,Meet Hurley. He's the curly one. He hugs every other dog he sees during his walk. 11/10 for spreading the love https://t.co/M6vqkt2GKV,11.0,10.0,16933,29295,Hurley,None,toy_poodle,0.62178,2015-12-23,https://pbs.twimg.com/media/CW3v1KxW8AAIOuy.jpg
1439,679777920601223168,This is Rinna. She's melting. 10/10 get inside pupper https://t.co/PA0czwucsb,10.0,10.0,991,2851,Rinna,pupper,bloodhound,0.5288189999999999,2015-12-23,https://pbs.twimg.com/media/CW8OYajUMAAPRoF.jpg
741,679511351870550016,Say hello to William. He makes fun of others because he's terrified of his own deep-seated insecurities. 7/10 https://t.co/bwuV6FlRxr,7.0,10.0,1142,3062,William,None,Chihuahua,0.761972,2015-12-23,https://pbs.twimg.com/media/CW4b-GUWYAAa8QO.jpg
728,680070545539371008,Say hello to Emmie. She's trapped in an ornament. Tragic af. Looks pretty content tho. Maybe it's meant to be. 9/10 https://t.co/Fh7geodBCU,9.0,10.0,771,2379,Emmie,None,Shih-Tzu,0.1218109999999999,2015-12-24,https://pbs.twimg.com/media/CW-dU34WQAANBGy.jpg
714,680115823365742593,This is Ozzy. He woke up 2 minutes before he had to be ready for the Christmas party. 9/10 classic Ozzy https://t.co/Kt9vmw0Fap,9.0,10.0,822,2491,Ozzy,None,pug,0.999365,2015-12-24,https://pbs.twimg.com/media/CXBBurSWMAELewi.jpg
